storm_id,storm_name,Date,Time_UTC,status,Latitude,Longitude,wind_kt,pressure_mb,lat,lon,date_str,time_str,timestamp,year,month,day,hour,noaa_damage_B,noaa_deaths,noaa_injuries,noaa_n_episodes,intensity_class,intensity_label,lat_prev,lon_prev,delta_lat,delta_lon,dist_km,speed_kmh,bearing,bearing_sin,bearing_cos,wind_trend_12h,wind_trend_24h,pres_trend_12h,pres_trend_24h,delta_lat_12h,delta_lon_12h,speed_mean_24h,delta_wind_kt,delta_pres_mb,wind_change_24h,is_RI,month_sin,month_cos,hour_sin,hour_cos,storm_age_step,storm_age_h,is_peak_season
AL122016,KARL,20160924,1200,TS,32.2N,63.3W,55.0,994.0,32.2,-63.3,20160924,1200,2016-09-24 12:00:00+00:00,2016,9,24,12,0.0522605,0.0,2.0,30.0,1,TS,31.5,-64.8,0.7000000000000028,1.5,161.64949577896036,26.941582629826726,60.82193995968072,0.8731088266991622,0.48752536009936165,0.0,5.0,4.0,2.0,0.9500000000000011,1.0,22.646213099037336,0.0,4.0,5.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,40,240,1
AL122016,KARL,20160924,1800,TS,32.9N,61.5W,55.0,994.0,32.9,-61.5,20160924,1800,2016-09-24 18:00:00+00:00,2016,9,24,18,0.0522605,0.0,2.0,30.0,1,TS,32.2,-63.3,0.6999999999999957,1.7999999999999972,185.79735843149265,30.966226405248776,64.75104464126684,0.9044629226885609,0.42655224941578535,0.0,0.0,4.0,6.0,0.6999999999999993,1.6499999999999986,25.477762869929013,0.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,41,246,1
AL122016,KARL,20160925,0,TS,33.8N,59.3W,55.0,992.0,33.8,-59.3,20160925,0000,2016-09-25 00:00:00+00:00,2016,9,25,0,0.0522605,0.0,2.0,30.0,1,TS,32.9,-61.5,0.8999999999999986,2.200000000000003,227.52707474013118,37.921179123355195,63.305518956352444,0.8934146643683654,0.4492329434620318,0.0,0.0,-2.0,2.0,0.7999999999999972,2.0,29.861623512892223,0.0,-2.0,0.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,42,252,1
AL122016,KARL,20160925,600,TS,35.8N,55.1W,60.0,990.0,35.8,-55.1,20160925,0600,2016-09-25 06:00:00+00:00,2016,9,25,6,0.0522605,0.0,2.0,30.0,1,TS,33.8,-59.3,2.0,4.199999999999996,443.2441196869466,73.87401994782444,58.703593776170464,0.8544914143670362,0.519465516442643,5.0,5.0,-4.0,0.0,1.4499999999999993,3.1999999999999993,42.425752026563785,5.0,-2.0,5.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,43,258,1
AL122017,JOSE,20170905,1200,TS,12.0N,38.8W,35.0,1008.0,12.0,-38.8,20170905,1200,2017-09-05 12:00:00+00:00,2017,9,5,12,4.080055,7.0,46.0,22.0,1,TS,11.6,-37.9,0.40000000000000036,-0.8999999999999986,107.58490846668859,17.93081807778143,294.51146259380926,-0.9098782891356666,0.41487528121057343,,,,,0.40000000000000036,-0.8999999999999986,17.93081807778143,,,,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0,0,1
AL122017,JOSE,20170905,1800,TS,12.2N,40.0W,40.0,1006.0,12.2,-40.0,20170905,1800,2017-09-05 18:00:00+00:00,2017,9,5,18,4.080055,7.0,46.0,22.0,1,TS,12.0,-38.8,0.1999999999999993,-1.2000000000000028,132.35105154125546,22.058508590209243,279.79872643254487,-0.9854116816474975,0.17018759553108181,,,,,0.2999999999999998,-1.0500000000000007,19.994663333995337,5.0,-2.0,,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,6,1
AL122017,JOSE,20170906,0,TS,12.2N,41.3W,45.0,1004.0,12.2,-41.3,20170906,0000,2017-09-06 00:00:00+00:00,2017,9,6,0,4.080055,7.0,46.0,22.0,1,TS,12.2,-40.0,0.0,-1.2999999999999972,141.28865991571317,23.548109985952195,270.13736674763464,-0.9999971259933872,0.002397499732167517,10.0,,-4.0,,0.09999999999999964,-1.25,21.17914555131429,5.0,-2.0,,0,-1.0,-1.8369701987210297e-16,0.0,1.0,2,12,1
AL122017,JOSE,20170906,600,TS,12.5N,42.6W,50.0,1001.0,12.5,-42.6,20170906,0600,2017-09-06 06:00:00+00:00,2017,9,6,6,4.080055,7.0,46.0,22.0,1,TS,12.2,-41.3,0.3000000000000007,-1.3000000000000043,145.09476686635273,24.18246114439212,283.43010381356555,-0.9726539811246305,0.23225897830311504,10.0,,-5.0,,0.15000000000000036,-1.3000000000000007,21.929974449583746,5.0,-3.0,,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,3,18,1
AL122017,JOSE,20170906,1200,TS,13.1N,43.9W,55.0,998.0,13.1,-43.9,20170906,1200,2017-09-06 12:00:00+00:00,2017,9,6,12,4.080055,7.0,46.0,22.0,1,TS,12.5,-42.6,0.5999999999999996,-1.2999999999999972,155.9517523826182,25.991958730436366,295.47116953400007,-0.9028017974712826,0.43005687354421057,10.0,20.0,-6.0,-10.0,0.4500000000000002,-1.3000000000000007,23.945259612747485,5.0,-3.0,20.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,4,24,1
AL122017,JOSE,20170906,1800,HU,13.7N,45.2W,65.0,995.0,13.7,-45.2,20170906,1800,2017-09-06 18:00:00+00:00,2017,9,6,18,4.080055,7.0,46.0,22.0,2,C1,13.1,-43.9,0.5999999999999996,-1.3000000000000043,155.6416892421391,25.94028154035652,295.5318298947228,-0.9023459804716787,0.4310124493870275,15.0,25.0,-6.0,-11.0,0.5999999999999996,-1.3000000000000007,24.9157028502843,10.0,-3.0,25.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,5,30,1
AL122017,JOSE,20170907,0,HU,14.1N,46.7W,70.0,993.0,14.1,-46.7,20170907,0000,2017-09-07 00:00:00+00:00,2017,9,7,0,4.080055,7.0,46.0,22.0,2,C1,13.7,-45.2,0.40000000000000036,-1.5,167.90568000855487,27.984280001425812,285.54018141241284,-0.9634428025343148,0.26791410236272617,15.0,25.0,-5.0,-11.0,0.5,-1.4000000000000021,26.024745354152707,5.0,-2.0,25.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,6,36,1
AL122017,JOSE,20170907,600,HU,14.4N,48.3W,80.0,986.0,14.4,-48.3,20170907,0600,2017-09-07 06:00:00+00:00,2017,9,7,6,4.080055,7.0,46.0,22.0,2,C1,14.1,-46.7,0.3000000000000007,-1.5999999999999943,175.63413345597715,29.27235557599619,281.14498768225457,-0.981141196508589,0.19329240159327085,15.0,30.0,-9.0,-15.0,0.35000000000000053,-1.5499999999999972,27.29721896205372,10.0,-7.0,30.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,7,42,1
AL122017,JOSE,20170907,1200,HU,14.7N,49.9W,90.0,977.0,14.7,-49.9,20170907,1200,2017-09-07 12:00:00+00:00,2017,9,7,12,4.080055,7.0,46.0,22.0,3,C2,14.4,-48.3,0.29999999999999893,-1.6000000000000014,175.40667572961846,29.234445954936408,281.1634167123602,-0.9810789737866663,0.19360797296005577,20.0,35.0,-16.0,-21.0,0.2999999999999998,-1.5999999999999979,28.107840768178733,10.0,-9.0,35.0,1,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,8,48,1
AL122017,JOSE,20170907,1800,HU,15.1N,51.5W,100.0,969.0,15.1,-51.5,20170907,1800,2017-09-07 18:00:00+00:00,2017,9,7,18,4.080055,7.0,46.0,22.0,4,C3,14.7,-49.9,0.40000000000000036,-1.6000000000000014,177.58904572058475,29.598174286764124,284.7091319943676,-0.9672272956941529,0.2539121077541907,20.0,35.0,-17.0,-26.0,0.34999999999999964,-1.6000000000000014,29.022313954780635,10.0,-8.0,35.0,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,9,54,1
AL122017,JOSE,20170908,0,HU,15.5N,53.2W,105.0,964.0,15.5,-53.2,20170908,0000,2017-09-08 00:00:00+00:00,2017,9,8,0,4.080055,7.0,46.0,22.0,4,C3,15.1,-51.5,0.40000000000000036,-1.7000000000000028,187.67730991540103,31.279551652566838,283.93230536088123,-0.9705808783276939,0.24077532810618743,15.0,35.0,-13.0,-29.0,0.40000000000000036,-1.6500000000000021,29.84613186756589,5.0,-5.0,35.0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,10,60,1
AL122017,JOSE,20170908,600,HU,15.9N,54.9W,115.0,955.0,15.9,-54.9,20170908,0600,2017-09-08 06:00:00+00:00,2017,9,8,6,4.080055,7.0,46.0,22.0,5,C4,15.5,-53.2,0.40000000000000036,-1.6999999999999957,187.3346789252167,31.222446487536118,283.96358476235866,-0.9704492875749828,0.24130516000535163,15.0,35.0,-14.0,-31.0,0.40000000000000036,-1.6999999999999993,30.333654595450874,10.0,-9.0,35.0,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,11,66,1
AL122017,JOSE,20170908,1200,HU,16.1N,56.4W,130.0,940.0,16.1,-56.4,20170908,1200,2017-09-08 12:00:00+00:00,2017,9,8,12,4.080055,7.0,46.0,22.0,5,C4,15.9,-54.9,0.20000000000000107,-1.5,161.86568947700846,26.977614912834742,278.10320517516436,-0.9900157740314313,0.14095661449164412,25.0,40.0,-24.0,-37.0,0.3000000000000007,-1.5999999999999979,29.769446834925457,15.0,-15.0,40.0,1,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,12,72,1
AL122017,JOSE,20170908,1800,HU,16.4N,57.8W,135.0,939.0,16.4,-57.8,20170908,1800,2017-09-08 18:00:00+00:00,2017,9,8,18,4.080055,7.0,46.0,22.0,5,C4,16.1,-56.4,0.29999999999999716,-1.3999999999999986,153.13085287900623,25.521808813167706,282.7775998327812,-0.9752358956420598,0.22116723955240186,20.0,35.0,-16.0,-30.0,0.2499999999999991,-1.4499999999999993,28.75035546652635,5.0,-1.0,35.0,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,13,78,1
AL122017,JOSE,20170909,0,HU,16.7N,58.9W,135.0,938.0,16.7,-58.9,20170909,0000,2017-09-09 00:00:00+00:00,2017,9,9,0,4.080055,7.0,46.0,22.0,5,C4,16.4,-57.8,0.3000000000000007,-1.1000000000000014,121.89996279810046,20.316660466350076,286.0380019610408,-0.9610786654646404,0.2762748609423337,5.0,30.0,-2.0,-26.0,0.29999999999999893,-1.25,26.00963266997216,0.0,-1.0,30.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,14,84,1
AL122017,JOSE,20170909,600,HU,17.2N,59.9W,130.0,940.0,17.2,-59.9,20170909,0600,2017-09-09 06:00:00+00:00,2017,9,9,6,4.080055,7.0,46.0,22.0,5,C4,16.7,-58.9,0.5,-1.0,120.01826059744593,20.003043432907656,297.7414680019613,-0.8850569629875299,0.46548273036417803,-5.0,15.0,1.0,-15.0,0.40000000000000036,-1.0500000000000007,23.204781906315045,-5.0,2.0,15.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,15,90,1
AL122017,JOSE,20170909,1200,HU,17.9N,60.8W,125.0,941.0,17.9,-60.8,20170909,1200,2017-09-09 12:00:00+00:00,2017,9,9,12,4.080055,7.0,46.0,22.0,5,C4,17.2,-59.9,0.6999999999999993,-0.8999999999999986,123.13739186551099,20.522898644251832,309.34070221746765,-0.7733900685186686,0.6339304393359646,-10.0,-5.0,3.0,1.0,0.5999999999999996,-0.9499999999999993,21.591102839169316,-5.0,1.0,-5.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,16,96,1
AL122017,JOSE,20170909,1800,HU,18.6N,61.8W,120.0,942.0,18.6,-61.8,20170909,1800,2017-09-09 18:00:00+00:00,2017,9,9,18,4.080055,7.0,46.0,22.0,5,C4,17.9,-60.8,0.7000000000000028,-1.0,131.18698589177544,21.86449764862924,306.54874298596906,-0.8033505388213492,0.5955064330260823,-10.0,-15.0,2.0,3.0,0.7000000000000011,-0.9499999999999993,20.6767750480347,-5.0,1.0,-15.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,17,102,1
AL122017,JOSE,20170910,0,HU,19.4N,62.9W,115.0,943.0,19.4,-62.9,20170910,0000,2017-09-10 00:00:00+00:00,2017,9,10,0,4.080055,7.0,46.0,22.0,5,C4,18.6,-61.8,0.7999999999999972,-1.1000000000000014,145.90364064656308,24.317273441093846,307.74471321577204,-0.7907460607630543,0.6121443190847335,-10.0,-20.0,2.0,5.0,0.75,-1.0500000000000007,21.676928291720643,-5.0,1.0,-20.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,18,108,1
AL122017,JOSE,20170910,600,HU,20.3N,64.0W,115.0,945.0,20.3,-64.0,20170910,0600,2017-09-10 06:00:00+00:00,2017,9,10,6,4.080055,7.0,46.0,22.0,5,C4,19.4,-62.9,0.9000000000000021,-1.1000000000000014,152.48114201311753,25.41352366885292,311.2044717332166,-0.752363498218397,0.6587481814385343,-5.0,-15.0,3.0,5.0,0.8499999999999996,-1.1000000000000014,23.02954835070696,0.0,2.0,-15.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,19,114,1
AL122017,JOSE,20170910,1200,HU,21.2N,65.3W,115.0,948.0,21.2,-65.3,20170910,1200,2017-09-10 12:00:00+00:00,2017,9,10,12,4.080055,7.0,46.0,22.0,5,C4,20.3,-64.0,0.8999999999999986,-1.2999999999999972,168.18820422191357,28.03136737031893,306.74246639655786,-0.8013324771834335,0.5982192415921291,0.0,-10.0,5.0,7.0,0.9000000000000004,-1.1999999999999993,24.906665532223734,0.0,3.0,-10.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,20,120,1
AL122017,JOSE,20170910,1800,HU,22.2N,66.5W,105.0,956.0,22.2,-66.5,20170910,1800,2017-09-10 18:00:00+00:00,2017,9,10,18,4.080055,7.0,46.0,22.0,4,C3,21.2,-65.3,1.0,-1.2000000000000028,166.53573996252595,27.755956660420992,312.10919741266787,-0.7418682110936864,0.6705457160914933,-10.0,-15.0,11.0,14.0,0.9499999999999993,-1.25,26.379530285171672,-10.0,8.0,-15.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,21,126,1
AL122017,JOSE,20170911,0,HU,23.3N,67.6W,100.0,962.0,23.3,-67.6,20170911,0000,2017-09-11 00:00:00+00:00,2017,9,11,0,4.080055,7.0,46.0,22.0,4,C3,22.2,-66.5,1.1000000000000014,-1.0999999999999943,166.38406775930792,27.730677959884655,317.5291111358531,-0.675215520749052,0.7376204989963243,-15.0,-15.0,14.0,19.0,1.0500000000000007,-1.1499999999999986,27.232881414869375,-5.0,6.0,-15.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,22,132,1
AL122017,JOSE,20170911,600,HU,24.3N,68.6W,90.0,968.0,24.3,-68.6,20170911,0600,2017-09-11 06:00:00+00:00,2017,9,11,6,4.080055,7.0,46.0,22.0,3,C2,23.3,-67.6,1.0,-1.0,150.71380538189686,25.118967563649477,317.74344243225505,-0.6724515218453095,0.7401411694858807,-15.0,-25.0,12.0,23.0,1.0500000000000007,-1.0499999999999972,27.159242388568515,-10.0,6.0,-25.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,23,138,1
AL122017,JOSE,20170911,1200,HU,25.4N,69.4W,85.0,972.0,25.4,-69.4,20170911,1200,2017-09-11 12:00:00+00:00,2017,9,11,12,4.080055,7.0,46.0,22.0,3,C2,24.3,-68.6,1.0999999999999979,-0.8000000000000114,146.54734611096922,24.424557685161535,326.7450447092991,-0.5483655546292331,0.8362387329561897,-15.0,-30.0,10.0,24.0,1.049999999999999,-0.9000000000000057,26.257539967279165,-5.0,4.0,-30.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,24,144,1
AL122017,JOSE,20170911,1800,HU,26.5N,69.5W,80.0,974.0,26.5,-69.5,20170911,1800,2017-09-11 18:00:00+00:00,2017,9,11,18,4.080055,7.0,46.0,22.0,2,C1,25.4,-69.4,1.1000000000000014,-0.09999999999999432,122.72236793600098,20.453727989333498,355.3486519930298,-0.08109219704630787,0.996706604562347,-10.0,-25.0,6.0,18.0,1.0999999999999996,-0.45000000000000284,24.431982799507292,-5.0,2.0,-25.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,25,150,1
AL122017,JOSE,20170912,0,HU,27.2N,69.4W,75.0,977.0,27.2,-69.4,20170912,0000,2017-09-12 00:00:00+00:00,2017,9,12,0,4.080055,7.0,46.0,22.0,2,C1,26.5,-69.5,0.6999999999999993,0.09999999999999432,78.46611564284028,13.07768594047338,7.240991131416877,0.12604299025491947,0.9920247802386785,-10.0,-25.0,5.0,15.0,0.9000000000000004,0.0,20.76873479465447,-5.0,3.0,-25.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,26,156,1
AL122017,JOSE,20170912,600,HU,27.6N,69.1W,70.0,979.0,27.6,-69.1,20170912,0600,2017-09-12 06:00:00+00:00,2017,9,12,6,4.080055,7.0,46.0,22.0,2,C1,27.2,-69.4,0.40000000000000213,0.30000000000001137,53.43594801346046,8.905991335576743,33.58920276100832,0.553234577600469,0.8330255111022895,-10.0,-20.0,5.0,11.0,0.5500000000000007,0.20000000000000284,16.715490737636287,-5.0,2.0,-20.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,27,162,1
AL122017,JOSE,20170912,1200,HU,27.7N,68.3W,70.0,979.0,27.7,-68.3,20170912,1200,2017-09-12 12:00:00+00:00,2017,9,12,12,4.080055,7.0,46.0,22.0,2,C1,27.6,-69.1,0.09999999999999787,0.7999999999999972,79.57762310937215,13.262937184895359,81.78221156670219,0.989731901667813,0.14293621941626455,-5.0,-15.0,2.0,7.0,0.25,0.5500000000000043,13.925085612569745,0.0,0.0,-15.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,28,168,1
AL122017,JOSE,20170912,1800,HU,27.4N,67.4W,70.0,980.0,27.4,-67.4,20170912,1800,2017-09-12 18:00:00+00:00,2017,9,12,18,4.080055,7.0,46.0,22.0,2,C1,27.7,-68.3,-0.3000000000000007,0.8999999999999915,94.79089574371854,15.79848262395309,110.39595072998134,0.937306621816267,-0.3485058058330985,0.0,-10.0,1.0,6.0,-0.10000000000000142,0.8499999999999943,12.761274271224643,0.0,1.0,-10.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,29,174,1
AL122017,JOSE,20170913,0,HU,26.8N,66.7W,70.0,981.0,26.8,-66.7,20170913,0000,2017-09-13 00:00:00+00:00,2017,9,13,0,4.080055,7.0,46.0,22.0,2,C1,27.4,-67.4,-0.5999999999999979,0.7000000000000028,96.18890065460018,16.031483442433363,133.75583473379322,0.7222935378639396,-0.691586614358602,0.0,-5.0,2.0,4.0,-0.4499999999999993,0.7999999999999972,13.499723646714639,0.0,1.0,-5.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,30,180,1
AL122017,JOSE,20170913,600,HU,26.3N,66.2W,70.0,981.0,26.3,-66.2,20170913,0600,2017-09-13 06:00:00+00:00,2017,9,13,6,4.080055,7.0,46.0,22.0,2,C1,26.8,-66.7,-0.5,0.5,74.59597276980269,12.432662128300448,138.0739294993416,0.6681711600431569,-0.7440075946430802,0.0,0.0,1.0,2.0,-0.5499999999999989,0.6000000000000014,14.381391344895565,0.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,31,186,1
AL122017,JOSE,20170913,1200,HU,25.8N,65.8W,70.0,981.0,25.8,-65.8,20170913,1200,2017-09-13 12:00:00+00:00,2017,9,13,12,4.080055,7.0,46.0,22.0,2,C1,26.3,-66.2,-0.5,0.4000000000000057,68.46766618154814,11.41127769692469,144.2060762598527,0.5848716577792307,-0.8111258496229636,0.0,0.0,0.0,2.0,-0.5,0.45000000000000284,13.9184764729029,0.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,32,192,1
AL122017,JOSE,20170913,1800,HU,25.4N,65.6W,70.0,981.0,25.4,-65.6,20170913,1800,2017-09-13 18:00:00+00:00,2017,9,13,18,4.080055,7.0,46.0,22.0,2,C1,25.8,-65.8,-0.40000000000000213,0.20000000000000284,48.790611493208644,8.13176858220144,155.68533798656176,0.4117475736002327,-0.9112979401020948,0.0,0.0,0.0,1.0,-0.45000000000000107,0.30000000000000426,12.001797962464986,0.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,33,198,1
AL122017,JOSE,20170914,0,HU,25.1N,65.7W,70.0,981.0,25.1,-65.7,20170914,0000,2017-09-14 00:00:00+00:00,2017,9,14,0,4.080055,7.0,46.0,22.0,2,C1,25.4,-65.6,-0.29999999999999716,-0.10000000000000853,34.84153512091541,5.806922520152568,196.79862439254606,-0.2890088126929165,-0.9573264365856773,0.0,0.0,0.0,0.0,-0.34999999999999964,0.04999999999999716,9.445657731894787,0.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,34,204,1
AL122017,JOSE,20170914,600,HU,24.9N,65.9W,70.0,981.0,24.9,-65.9,20170914,0600,2017-09-14 06:00:00+00:00,2017,9,14,6,4.080055,7.0,46.0,22.0,2,C1,25.1,-65.7,-0.20000000000000284,-0.20000000000000284,30.01350487452234,5.00225081242039,222.22856652980212,-0.6720898561751552,-0.7404695977732368,0.0,0.0,0.0,0.0,-0.25,-0.15000000000000568,7.588054902924772,0.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,35,210,1
AL122017,JOSE,20170914,1200,HU,24.8N,66.3W,65.0,983.0,24.8,-66.3,20170914,1200,2017-09-14 12:00:00+00:00,2017,9,14,12,4.080055,7.0,46.0,22.0,2,C1,24.9,-65.9,-0.09999999999999787,-0.3999999999999915,41.86352877759332,6.9772547962655525,254.68074519997748,-0.9644686869060773,-0.26419718389427815,-5.0,-5.0,2.0,2.0,-0.15000000000000036,-0.29999999999999716,6.479549177759988,-5.0,2.0,-5.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,36,216,1
AL122017,JOSE,20170914,1800,HU,25.0N,66.9W,65.0,985.0,25.0,-66.9,20170914,1800,2017-09-14 18:00:00+00:00,2017,9,14,18,4.080055,7.0,46.0,22.0,2,C1,24.8,-66.3,0.1999999999999993,-0.6000000000000085,64.47210040304472,10.74535006717412,290.3042157309255,-0.9378634051082079,0.347004658987221,-5.0,-5.0,4.0,4.0,0.05000000000000071,-0.5,7.132944549003158,0.0,2.0,-5.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,37,222,1
AL122017,JOSE,20170915,0,TS,25.4N,67.6W,60.0,988.0,25.4,-67.6,20170915,0000,2017-09-15 00:00:00+00:00,2017,9,15,0,4.080055,7.0,46.0,22.0,1,TS,25.0,-66.9,0.3999999999999986,-0.6999999999999886,83.29719208824858,13.88286534804143,302.422432654054,-0.8441180719185594,0.5361573282726758,-5.0,-10.0,5.0,7.0,0.29999999999999893,-0.6499999999999986,9.151930255975373,-5.0,3.0,-10.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,38,228,1
AL122017,JOSE,20170915,600,TS,25.8N,68.2W,60.0,988.0,25.8,-68.2,20170915,0600,2017-09-15 06:00:00+00:00,2017,9,15,6,4.080055,7.0,46.0,22.0,1,TS,25.4,-67.6,0.40000000000000213,-0.6000000000000085,74.82238600802194,12.470397668003656,306.6024507354084,-0.802791971890477,0.5962592136547656,-5.0,-10.0,3.0,7.0,0.40000000000000036,-0.6499999999999986,11.01896696987119,0.0,0.0,-10.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,39,234,1
AL122017,JOSE,20170915,1200,TS,26.3N,69.0W,60.0,986.0,26.3,-69.0,20170915,1200,2017-09-15 12:00:00+00:00,2017,9,15,12,4.080055,7.0,46.0,22.0,1,TS,25.8,-68.2,0.5,-0.7999999999999972,97.35520764869032,16.22586794144839,305.00042133815333,-0.8191478263359843,0.5735824601650857,0.0,-5.0,-2.0,3.0,0.45000000000000107,-0.7000000000000028,13.331120256166898,0.0,-2.0,-5.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,40,240,1
AL122017,JOSE,20170915,1800,HU,26.8N,69.9W,65.0,983.0,26.8,-69.9,20170915,1800,2017-09-15 18:00:00+00:00,2017,9,15,18,4.080055,7.0,46.0,22.0,2,C1,26.3,-69.0,0.5,-0.9000000000000057,105.3809011958212,17.563483532636866,302.0428201751364,-0.8476518225860098,0.5305529075093415,5.0,0.0,-5.0,-2.0,0.5,-0.8500000000000014,15.035653622532585,5.0,-3.0,0.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,41,246,1
AL122017,JOSE,20170916,0,HU,27.2N,70.7W,65.0,983.0,27.2,-70.7,20170916,0000,2017-09-16 00:00:00+00:00,2017,9,16,0,4.080055,7.0,46.0,22.0,2,C1,26.8,-69.9,0.3999999999999986,-0.7999999999999972,90.8868660590917,15.147811009848617,299.4806860984797,-0.8705216381227542,0.4921301429094509,5.0,5.0,-3.0,-5.0,0.4499999999999993,-0.8500000000000014,15.351890037984381,0.0,0.0,5.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,42,252,1
AL122017,JOSE,20170916,600,HU,27.7N,71.4W,65.0,983.0,27.7,-71.4,20170916,0600,2017-09-16 06:00:00+00:00,2017,9,16,6,4.080055,7.0,46.0,22.0,2,C1,27.2,-70.7,0.5,-0.7000000000000028,88.66851312141007,14.778085520235011,308.9917551835948,-0.777236512106578,0.6292085538582587,0.0,5.0,0.0,-5.0,0.4499999999999993,-0.75,15.928812001042221,0.0,0.0,5.0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,43,258,1
AL122017,JOSE,20170916,1200,HU,28.2N,71.8W,65.0,980.0,28.2,-71.8,20170916,1200,2017-09-16 12:00:00+00:00,2017,9,16,12,4.080055,7.0,46.0,22.0,2,C1,27.7,-71.4,0.5,-0.3999999999999915,68.07904699415802,11.34650783235967,324.8452490392287,-0.5757868006101894,0.8175998778394491,0.0,5.0,-3.0,-6.0,0.5,-0.5499999999999972,14.70897197377004,0.0,-3.0,5.0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,44,264,1
AL122017,JOSE,20170916,1800,HU,28.6N,72.0W,65.0,973.0,28.6,-72.0,20170916,1800,2017-09-16 18:00:00+00:00,2017,9,16,18,4.080055,7.0,46.0,22.0,2,C1,28.2,-71.8,0.40000000000000213,-0.20000000000000284,48.58989555587433,8.098315925979055,336.30643917004267,-0.4018448676351642,0.9157077603445749,0.0,0.0,-10.0,-10.0,0.45000000000000107,-0.29999999999999716,12.342680072105589,0.0,-7.0,0.0,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,45,270,1
AL122017,JOSE,20170917,0,HU,29.1N,72.0W,70.0,971.0,29.1,-72.0,20170917,0000,2017-09-17 00:00:00+00:00,2017,9,17,0,4.080055,7.0,46.0,22.0,2,C1,28.6,-72.0,0.5,0.0,55.597463322279445,9.266243887046574,0.0,0.0,1.0,5.0,5.0,-9.0,-12.0,0.45000000000000107,-0.10000000000000142,10.872288291405077,5.0,-2.0,5.0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,46,276,1
